PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000002193	PANTHER:PTHR32295,PANTHER:PTHR32295:SF0
PLSCT00000019611	PANTHER:PTHR12526,PANTHER:PTHR12526:SF315
PLSCT00000002851	PANTHER:PTHR11452,PANTHER:PTHR11452:SF14
PLSCT00000014094	PANTHER:PTHR10641,PANTHER:PTHR10641:SF546
PLSCT00000011137	PANTHER:PTHR31235
PLSCT00000015404	PANTHER:PTHR23115,PANTHER:PTHR23115:SF164
PLSCT00000013538	PANTHER:PTHR34208
PLSCT00000003722	PANTHER:PTHR31750,PANTHER:PTHR31750:SF4
PLSCT00000015631	PANTHER:PTHR12741
PLSCT00000009643	PANTHER:PTHR13312
PLSCT00000001826	PANTHER:PTHR21092,PANTHER:PTHR21092:SF0
PLSCT00000006452	PANTHER:PTHR10174,PANTHER:PTHR10174:SF156
PLSCT00000003269	PANTHER:PTHR22904,PANTHER:PTHR22904:SF358
PLSCT00000001244	PANTHER:PTHR11062,PANTHER:PTHR11062:SF57
PLSCT00000018606	PANTHER:PTHR10799,PANTHER:PTHR10799:SF753
PLSCT00000005117	PANTHER:PTHR31149,PANTHER:PTHR31149:SF6
PLSCT00000007088	PANTHER:PTHR21716,PANTHER:PTHR21716:SF4
PLSCT00000013323	PANTHER:PTHR22957,PANTHER:PTHR22957:SF212
PLSCT00000017749	PANTHER:PTHR13547,PANTHER:PTHR13547:SF3
PLSCT00000006989	PANTHER:PTHR33926,PANTHER:PTHR33926:SF2
PLSCT00000009125	PANTHER:PTHR24348
PLSCT00000005869	PANTHER:PTHR10357,PANTHER:PTHR10357:SF119
PLSCT00000015709	PANTHER:PTHR27001,PANTHER:PTHR27001:SF85
PLSCT00000013088	PANTHER:PTHR10026,PANTHER:PTHR10026:SF75
PLSCT00000015531	PANTHER:PTHR11851,PANTHER:PTHR11851:SF123
PLSCT00000006174	PANTHER:PTHR23023,PANTHER:PTHR23023:SF122
PLSCT00000006363	PANTHER:PTHR21415,PANTHER:PTHR21415:SF1
PLSCT00000009090	PANTHER:PTHR24188,PANTHER:PTHR24188:SF44
PLSCT00000017309	PANTHER:PTHR20854,PANTHER:PTHR20854:SF4
PLSCT00000011679	PANTHER:PTHR24095,PANTHER:PTHR24095:SF171
PLSCT00000019633	PANTHER:PTHR23290
PLSCT00000011221	PANTHER:PTHR33789
PLSCT00000017647	PANTHER:PTHR12847,PANTHER:PTHR12847:SF4
PLSCT00000019350	PANTHER:PTHR24015
PLSCT00000019181	PANTHER:PTHR12603
PLSCT00000007568	PANTHER:PTHR23083
PLSCT00000021366	PANTHER:PTHR13414
PLSCT00000015901	PANTHER:PTHR11961,PANTHER:PTHR11961:SF9
PLSCT00000009624	PANTHER:PTHR11370
PLSCT00000011224	PANTHER:PTHR23077,PANTHER:PTHR23077:SF82
PLSCT00000021006	PANTHER:PTHR10722
PLSCT00000018498	PANTHER:PTHR10174,PANTHER:PTHR10174:SF145
PLSCT00000009370	PANTHER:PTHR19241,PANTHER:PTHR19241:SF307
PLSCT00000004464	PANTHER:PTHR24031,PANTHER:PTHR24031:SF283
PLSCT00000000528	PANTHER:PTHR12741,PANTHER:PTHR12741:SF12
PLSCT00000013092	PANTHER:PTHR10804,PANTHER:PTHR10804:SF11
PLSCT00000010089	PANTHER:PTHR11606,PANTHER:PTHR11606:SF4
PLSCT00000000195	PANTHER:PTHR21683,PANTHER:PTHR21683:SF3
PLSCT00000011120	PANTHER:PTHR24298,PANTHER:PTHR24298:SF174
PLSCT00000012627	PANTHER:PTHR31399,PANTHER:PTHR31399:SF0
PLSCT00000011447	PANTHER:PTHR31198
PLSCT00000007211	PANTHER:PTHR10026
PLSCT00000009712	PANTHER:PTHR24064,PANTHER:PTHR24064:SF297
PLSCT00000002895	PANTHER:PTHR23076,PANTHER:PTHR23076:SF33
PLSCT00000018809	PANTHER:PTHR12460,PANTHER:PTHR12460:SF4
PLSCT00000021390	PANTHER:PTHR31985
PLSCT00000009255	PANTHER:PTHR15722,PANTHER:PTHR15722:SF7
PLSCT00000016059	PANTHER:PTHR13027,PANTHER:PTHR13027:SF7
PLSCT00000004670	PANTHER:PTHR11785,PANTHER:PTHR11785:SF261
PLSCT00000000208	PANTHER:PTHR33650,PANTHER:PTHR33650:SF1
PLSCT00000001870	PANTHER:PTHR19303
PLSCT00000021172	PANTHER:PTHR39757,PANTHER:PTHR39757:SF1
PLSCT00000006290	PANTHER:PTHR31802,PANTHER:PTHR31802:SF3
PLSCT00000009088	PANTHER:PTHR27003,PANTHER:PTHR27003:SF7
PLSCT00000003678	PANTHER:PTHR13872
PLSCT00000017572	PANTHER:PTHR36396,PANTHER:PTHR36396:SF1
PLSCT00000018673	PANTHER:PTHR14208
PLSCT00000003237	PANTHER:PTHR11599,PANTHER:PTHR11599:SF6
PLSCT00000011994	PANTHER:PTHR10663,PANTHER:PTHR10663:SF42
PLSCT00000019639	PANTHER:PTHR10799,PANTHER:PTHR10799:SF65
PLSCT00000001406	PANTHER:PTHR21367,PANTHER:PTHR21367:SF1
PLSCT00000013919	PANTHER:PTHR13301,PANTHER:PTHR13301:SF28
PLSCT00000020665	PANTHER:PTHR31636,PANTHER:PTHR31636:SF40
PLSCT00000018560	PANTHER:PTHR12169,PANTHER:PTHR12169:SF5
PLSCT00000002752	PANTHER:PTHR36079,PANTHER:PTHR36079:SF1
PLSCT00000012801	PANTHER:PTHR13235
PLSCT00000009664	PANTHER:PTHR13430
PLSCT00000007170	PANTHER:PTHR22814,PANTHER:PTHR22814:SF97
PLSCT00000011115	PANTHER:PTHR20978,PANTHER:PTHR20978:SF0
PLSCT00000012587	PANTHER:PTHR19332,PANTHER:PTHR19332:SF2
PLSCT00000004825	PANTHER:PTHR12496,PANTHER:PTHR12496:SF0
PLSCT00000015744	PANTHER:PTHR21596,PANTHER:PTHR21596:SF3
PLSCT00000018907	PANTHER:PTHR34365,PANTHER:PTHR34365:SF1
PLSCT00000013532	PANTHER:PTHR34943,PANTHER:PTHR34943:SF2
PLSCT00000000480	PANTHER:PTHR24412,PANTHER:PTHR24412:SF0
PLSCT00000021588	PANTHER:PTHR24012,PANTHER:PTHR24012:SF403
PLSCT00000012519	PANTHER:PTHR11710
PLSCT00000019593	PANTHER:PTHR33427
PLSCT00000008402	PANTHER:PTHR13384,PANTHER:PTHR13384:SF19
PLSCT00000008962	PANTHER:PTHR12226,PANTHER:PTHR12226:SF2
PLSCT00000005346	PANTHER:PTHR13779,PANTHER:PTHR13779:SF7
PLSCT00000005164	PANTHER:PTHR32468,PANTHER:PTHR32468:SF0
PLSCT00000000411	PANTHER:PTHR11680,PANTHER:PTHR11680:SF10
PLSCT00000007118	PANTHER:PTHR14237,PANTHER:PTHR14237:SF19
PLSCT00000012250	PANTHER:PTHR14140,PANTHER:PTHR14140:SF27
PLSCT00000003435	PANTHER:PTHR10783,PANTHER:PTHR10783:SF46
PLSCT00000006046	PANTHER:PTHR11225
PLSCT00000012506	PANTHER:PTHR33642
PLSCT00000011095	PANTHER:PTHR31235
PLSCT00000019157	PANTHER:PTHR14145,PANTHER:PTHR14145:SF1
PLSCT00000014276	PANTHER:PTHR10302,PANTHER:PTHR10302:SF3
PLSCT00000016139	PANTHER:PTHR27001,PANTHER:PTHR27001:SF183
PLSCT00000010522	PANTHER:PTHR14187
PLSCT00000007325	PANTHER:PTHR10890,PANTHER:PTHR10890:SF10
PLSCT00000004191	PANTHER:PTHR23257
PLSCT00000017148	PANTHER:PTHR14145,PANTHER:PTHR14145:SF2
PLSCT00000000326	PANTHER:PTHR10037
PLSCT00000015729	PANTHER:PTHR23257
PLSCT00000007691	PANTHER:PTHR13871,PANTHER:PTHR13871:SF30
PLSCT00000013695	PANTHER:PTHR12636,PANTHER:PTHR12636:SF5
PLSCT00000004082	PANTHER:PTHR11632,PANTHER:PTHR11632:SF54
PLSCT00000003591	PANTHER:PTHR24089,PANTHER:PTHR24089:SF308
PLSCT00000014662	PANTHER:PTHR11125
PLSCT00000016621	PANTHER:PTHR23068,PANTHER:PTHR23068:SF3
PLSCT00000018158	PANTHER:PTHR10131
PLSCT00000001038	PANTHER:PTHR10217,PANTHER:PTHR10217:SF504
PLSCT00000000846	PANTHER:PTHR22883,PANTHER:PTHR22883:SF59
PLSCT00000002618	PANTHER:PTHR24326,PANTHER:PTHR24326:SF171
PLSCT00000005155	PANTHER:PTHR32133,PANTHER:PTHR32133:SF124
PLSCT00000001324	PANTHER:PTHR10980,PANTHER:PTHR10980:SF3
PLSCT00000017245	PANTHER:PTHR10099,PANTHER:PTHR10099:SF1
PLSCT00000010671	PANTHER:PTHR13439,PANTHER:PTHR13439:SF13
PLSCT00000003675	PANTHER:PTHR33644,PANTHER:PTHR33644:SF2
PLSCT00000017486	PANTHER:PTHR24089,PANTHER:PTHR24089:SF340
PLSCT00000001897	PANTHER:PTHR19241
PLSCT00000011223	PANTHER:PTHR23077,PANTHER:PTHR23077:SF82
PLSCT00000003855	PANTHER:PTHR12847,PANTHER:PTHR12847:SF5
PLSCT00000004963	PANTHER:PTHR32166,PANTHER:PTHR32166:SF15
PLSCT00000020801	PANTHER:PTHR11099,PANTHER:PTHR11099:SF1
PLSCT00000004168	PANTHER:PTHR11048,PANTHER:PTHR11048:SF28
PLSCT00000002943	PANTHER:PTHR19229
PLSCT00000021131	PANTHER:PTHR31151,PANTHER:PTHR31151:SF0
PLSCT00000006906	PANTHER:PTHR11700,PANTHER:PTHR11700:SF10
PLSCT00000017423	PANTHER:PTHR35754
PLSCT00000011966	PANTHER:PTHR12889,PANTHER:PTHR12889:SF0
PLSCT00000008644	PANTHER:PTHR14699,PANTHER:PTHR14699:SF0
PLSCT00000020268	PANTHER:PTHR10459,PANTHER:PTHR10459:SF60
PLSCT00000003618	PANTHER:PTHR12835
PLSCT00000002255	PANTHER:PTHR23115,PANTHER:PTHR23115:SF69
PLSCT00000017030	PANTHER:PTHR24296,PANTHER:PTHR24296:SF8
PLSCT00000002096	PANTHER:PTHR11216,PANTHER:PTHR11216:SF73
PLSCT00000008598	PANTHER:PTHR10890,PANTHER:PTHR10890:SF3
PLSCT00000001321	PANTHER:PTHR24326,PANTHER:PTHR24326:SF156
PLSCT00000001760	PANTHER:PTHR24223,PANTHER:PTHR24223:SF189
PLSCT00000000684	PANTHER:PTHR23315,PANTHER:PTHR23315:SF84
PLSCT00000005928	PANTHER:PTHR32133,PANTHER:PTHR32133:SF111
PLSCT00000008502	PANTHER:PTHR33494,PANTHER:PTHR33494:SF1
PLSCT00000014097	PANTHER:PTHR27000
PLSCT00000020954	PANTHER:PTHR21426,PANTHER:PTHR21426:SF12
PLSCT00000020574	PANTHER:PTHR21290,PANTHER:PTHR21290:SF32
PLSCT00000001215	PANTHER:PTHR34196,PANTHER:PTHR34196:SF2
PLSCT00000016678	PANTHER:PTHR24106
PLSCT00000009308	PANTHER:PTHR24115,PANTHER:PTHR24115:SF461
PLSCT00000011160	PANTHER:PTHR11588,PANTHER:PTHR11588:SF48
PLSCT00000011163	PANTHER:PTHR34365,PANTHER:PTHR34365:SF2
PLSCT00000002802	PANTHER:PTHR10992,PANTHER:PTHR10992:SF709
PLSCT00000010708	PANTHER:PTHR18034,PANTHER:PTHR18034:SF4
PLSCT00000011609	PANTHER:PTHR12858,PANTHER:PTHR12858:SF2
PLSCT00000021402	PANTHER:PTHR22942,PANTHER:PTHR22942:SF29
PLSCT00000014390	PANTHER:PTHR24115,PANTHER:PTHR24115:SF449
PLSCT00000016464	PANTHER:PTHR12149,PANTHER:PTHR12149:SF8
PLSCT00000003733	PANTHER:PTHR10516,PANTHER:PTHR10516:SF319
PLSCT00000016167	PANTHER:PTHR13768,PANTHER:PTHR13768:SF2
PLSCT00000006761	PANTHER:PTHR13366
PLSCT00000000504	PANTHER:PTHR31350,PANTHER:PTHR31350:SF8
PLSCT00000012237	PANTHER:PTHR12547,PANTHER:PTHR12547:SF18
PLSCT00000014513	PANTHER:PTHR11088,PANTHER:PTHR11088:SF31
PLSCT00000019432	PANTHER:PTHR31773,PANTHER:PTHR31773:SF11
PLSCT00000011301	PANTHER:PTHR11038,PANTHER:PTHR11038:SF17
PLSCT00000019105	PANTHER:PTHR13100,PANTHER:PTHR13100:SF10
PLSCT00000019476	PANTHER:PTHR34211,PANTHER:PTHR34211:SF2
PLSCT00000016108	PANTHER:PTHR24115,PANTHER:PTHR24115:SF417
PLSCT00000001822	PANTHER:PTHR22814,PANTHER:PTHR22814:SF105
PLSCT00000013576	PANTHER:PTHR11062,PANTHER:PTHR11062:SF52
PLSCT00000014272	PANTHER:PTHR12827
PLSCT00000007530	PANTHER:PTHR11079,PANTHER:PTHR11079:SF85
PLSCT00000012880	PANTHER:PTHR21183,PANTHER:PTHR21183:SF18
PLSCT00000020545	PANTHER:PTHR24064,PANTHER:PTHR24064:SF287
PLSCT00000020820	PANTHER:PTHR30314,PANTHER:PTHR30314:SF12
PLSCT00000007257	PANTHER:PTHR23410
PLSCT00000001126	PANTHER:PTHR19211,PANTHER:PTHR19211:SF48
PLSCT00000005146	PANTHER:PTHR10694,PANTHER:PTHR10694:SF53
PLSCT00000014641	PANTHER:PTHR10768
PLSCT00000013031	PANTHER:PTHR21068,PANTHER:PTHR21068:SF22
PLSCT00000020097	PANTHER:PTHR21146,PANTHER:PTHR21146:SF0
PLSCT00000000614	PANTHER:PTHR12385,PANTHER:PTHR12385:SF44
PLSCT00000013977	PANTHER:PTHR24221,PANTHER:PTHR24221:SF18
PLSCT00000005688	PANTHER:PTHR23339,PANTHER:PTHR23339:SF54
PLSCT00000018906	PANTHER:PTHR36725
PLSCT00000008551	PANTHER:PTHR11802,PANTHER:PTHR11802:SF79
PLSCT00000011172	PANTHER:PTHR10292,PANTHER:PTHR10292:SF10
PLSCT00000003145	PANTHER:PTHR11728,PANTHER:PTHR11728:SF17
PLSCT00000002287	PANTHER:PTHR18966,PANTHER:PTHR18966:SF241
PLSCT00000013246	PANTHER:PTHR16557,PANTHER:PTHR16557:SF2
PLSCT00000009930	PANTHER:PTHR34951
PLSCT00000004657	PANTHER:PTHR22600,PANTHER:PTHR22600:SF16
PLSCT00000020186	PANTHER:PTHR11364,PANTHER:PTHR11364:SF13
PLSCT00000013364	PANTHER:PTHR31315,PANTHER:PTHR31315:SF2
PLSCT00000001431	PANTHER:PTHR15857
PLSCT00000005573	PANTHER:PTHR21726,PANTHER:PTHR21726:SF42
PLSCT00000004165	PANTHER:PTHR12652,PANTHER:PTHR12652:SF10
PLSCT00000012477	PANTHER:PTHR19241,PANTHER:PTHR19241:SF281
PLSCT00000010546	PANTHER:PTHR10133,PANTHER:PTHR10133:SF34
PLSCT00000011502	PANTHER:PTHR11353,PANTHER:PTHR11353:SF21
PLSCT00000008257	PANTHER:PTHR33021
PLSCT00000011277	PANTHER:PTHR11260,PANTHER:PTHR11260:SF186
PLSCT00000005476	PANTHER:PTHR11024
PLSCT00000005427	PANTHER:PTHR30523
PLSCT00000016369	PANTHER:PTHR28234,PANTHER:PTHR28234:SF1
PLSCT00000008329	PANTHER:PTHR27006
PLSCT00000012772	PANTHER:PTHR11227,PANTHER:PTHR11227:SF18
PLSCT00000019698	PANTHER:PTHR23324,PANTHER:PTHR23324:SF43
PLSCT00000017860	PANTHER:PTHR19139,PANTHER:PTHR19139:SF144
PLSCT00000000252	PANTHER:PTHR32208,PANTHER:PTHR32208:SF8
PLSCT00000012678	PANTHER:PTHR34213,PANTHER:PTHR34213:SF2
PLSCT00000009505	PANTHER:PTHR21183,PANTHER:PTHR21183:SF18
PLSCT00000012919	PANTHER:PTHR21483,PANTHER:PTHR21483:SF18
PLSCT00000007724	PANTHER:PTHR10252,PANTHER:PTHR10252:SF25
PLSCT00000017211	PANTHER:PTHR10501,PANTHER:PTHR10501:SF19
PLSCT00000008281	PANTHER:PTHR23163,PANTHER:PTHR23163:SF0
PLSCT00000013366	PANTHER:PTHR10219,PANTHER:PTHR10219:SF28
PLSCT00000015165	PANTHER:PTHR12458
PLSCT00000003345	PANTHER:PTHR31561,PANTHER:PTHR31561:SF3
PLSCT00000016537	PANTHER:PTHR31086,PANTHER:PTHR31086:SF1
PLSCT00000001009	PANTHER:PTHR22770
PLSCT00000001965	PANTHER:PTHR14085,PANTHER:PTHR14085:SF3
PLSCT00000002715	PANTHER:PTHR14189
PLSCT00000008260	PANTHER:PTHR10468,PANTHER:PTHR10468:SF0
PLSCT00000009374	PANTHER:PTHR19241,PANTHER:PTHR19241:SF307
PLSCT00000019289	PANTHER:PTHR10742,PANTHER:PTHR10742:SF294
PLSCT00000015712	PANTHER:PTHR23180,PANTHER:PTHR23180:SF160
PLSCT00000008525	PANTHER:PTHR11071,PANTHER:PTHR11071:SF147
PLSCT00000019313	PANTHER:PTHR14873,PANTHER:PTHR14873:SF1
PLSCT00000000849	PANTHER:PTHR11214,PANTHER:PTHR11214:SF85
PLSCT00000016614	PANTHER:PTHR22847,PANTHER:PTHR22847:SF343
PLSCT00000014796	PANTHER:PTHR23155
PLSCT00000001345	PANTHER:PTHR10037
PLSCT00000007359	PANTHER:PTHR31190,PANTHER:PTHR31190:SF30
PLSCT00000015864	PANTHER:PTHR10459,PANTHER:PTHR10459:SF72
PLSCT00000008132	PANTHER:PTHR11895,PANTHER:PTHR11895:SF67
PLSCT00000015061	PANTHER:PTHR11200,PANTHER:PTHR11200:SF136
PLSCT00000012124	PANTHER:PTHR11825,PANTHER:PTHR11825:SF7
PLSCT00000012232	PANTHER:PTHR31344,PANTHER:PTHR31344:SF0
PLSCT00000002938	PANTHER:PTHR14255,PANTHER:PTHR14255:SF3
PLSCT00000012127	PANTHER:PTHR12848,PANTHER:PTHR12848:SF16
PLSCT00000008384	PANTHER:PTHR13042
PLSCT00000013135	PANTHER:PTHR32227,PANTHER:PTHR32227:SF20
PLSCT00000009947	PANTHER:PTHR23123,PANTHER:PTHR23123:SF12
PLSCT00000018874	PANTHER:PTHR10037
PLSCT00000016926	PANTHER:PTHR11406,PANTHER:PTHR11406:SF11
PLSCT00000009040	PANTHER:PTHR37219
PLSCT00000017075	PANTHER:PTHR11711,PANTHER:PTHR11711:SF178
PLSCT00000011507	PANTHER:PTHR34113,PANTHER:PTHR34113:SF3
PLSCT00000018732	PANTHER:PTHR10794,PANTHER:PTHR10794:SF40
PLSCT00000019355	PANTHER:PTHR31683,PANTHER:PTHR31683:SF3
PLSCT00000000419	PANTHER:PTHR11071,PANTHER:PTHR11071:SF270
PLSCT00000000521	PANTHER:PTHR11593
PLSCT00000020004	PANTHER:PTHR10804,PANTHER:PTHR10804:SF90
PLSCT00000000835	PANTHER:PTHR33219,PANTHER:PTHR33219:SF1
PLSCT00000011217	PANTHER:PTHR15140,PANTHER:PTHR15140:SF6
PLSCT00000008883	PANTHER:PTHR24115,PANTHER:PTHR24115:SF508
PLSCT00000011187	PANTHER:PTHR23152
PLSCT00000008964	PANTHER:PTHR21576,PANTHER:PTHR21576:SF22
PLSCT00000007577	PANTHER:PTHR11200,PANTHER:PTHR11200:SF120
PLSCT00000001102	PANTHER:PTHR31213,PANTHER:PTHR31213:SF3
PLSCT00000018153	PANTHER:PTHR10046,PANTHER:PTHR10046:SF50
PLSCT00000010530	PANTHER:PTHR12911,PANTHER:PTHR12911:SF27
PLSCT00000005436	PANTHER:PTHR23023,PANTHER:PTHR23023:SF83
PLSCT00000014114	PANTHER:PTHR12581
PLSCT00000013775	PANTHER:PTHR33739,PANTHER:PTHR33739:SF3
PLSCT00000019262	PANTHER:PTHR13948,PANTHER:PTHR13948:SF3
PLSCT00000007492	PANTHER:PTHR21230,PANTHER:PTHR21230:SF32
PLSCT00000004844	PANTHER:PTHR32208,PANTHER:PTHR32208:SF8
PLSCT00000020791	PANTHER:PTHR10629
PLSCT00000010748	PANTHER:PTHR15141,PANTHER:PTHR15141:SF38
PLSCT00000015468	PANTHER:PTHR11986,PANTHER:PTHR11986:SF81
PLSCT00000013541	PANTHER:PTHR31384,PANTHER:PTHR31384:SF34
PLSCT00000000260	PANTHER:PTHR12891
PLSCT00000000455	PANTHER:PTHR24349,PANTHER:PTHR24349:SF88
PLSCT00000007861	PANTHER:PTHR15350
PLSCT00000018580	PANTHER:PTHR22762,PANTHER:PTHR22762:SF7
PLSCT00000005138	PANTHER:PTHR14534,PANTHER:PTHR14534:SF4
PLSCT00000002614	PANTHER:PTHR22536,PANTHER:PTHR22536:SF1
PLSCT00000012702	PANTHER:PTHR23101,PANTHER:PTHR23101:SF25
PLSCT00000001674	PANTHER:PTHR10093
PLSCT00000016152	PANTHER:PTHR13581
PLSCT00000015066	PANTHER:PTHR16166,PANTHER:PTHR16166:SF100
PLSCT00000003889	PANTHER:PTHR10584,PANTHER:PTHR10584:SF198
PLSCT00000001975	PANTHER:PTHR13129,PANTHER:PTHR13129:SF4
PLSCT00000013689	PANTHER:PTHR24298,PANTHER:PTHR24298:SF50
PLSCT00000008809	PANTHER:PTHR13304,PANTHER:PTHR13304:SF0
PLSCT00000017527	PANTHER:PTHR12103,PANTHER:PTHR12103:SF15
PLSCT00000008114	PANTHER:PTHR11835,PANTHER:PTHR11835:SF53
PLSCT00000012209	PANTHER:PTHR21098,PANTHER:PTHR21098:SF0
PLSCT00000003929	PANTHER:PTHR10438,PANTHER:PTHR10438:SF274
PLSCT00000005169	PANTHER:PTHR31187
PLSCT00000019998	PANTHER:PTHR11743
PLSCT00000017364	PANTHER:PTHR12526,PANTHER:PTHR12526:SF412
PLSCT00000007315	PANTHER:PTHR11062,PANTHER:PTHR11062:SF46
PLSCT00000007143	PANTHER:PTHR22847,PANTHER:PTHR22847:SF408
PLSCT00000017549	PANTHER:PTHR23155
PLSCT00000001910	PANTHER:PTHR12233,PANTHER:PTHR12233:SF6
PLSCT00000013727	PANTHER:PTHR23329,PANTHER:PTHR23329:SF1
PLSCT00000004535	PANTHER:PTHR11761,PANTHER:PTHR11761:SF10
PLSCT00000008849	PANTHER:PTHR22942,PANTHER:PTHR22942:SF37
PLSCT00000016368	PANTHER:PTHR10108,PANTHER:PTHR10108:SF793
PLSCT00000018876	PANTHER:PTHR19384,PANTHER:PTHR19384:SF10
PLSCT00000006492	PANTHER:PTHR12585,PANTHER:PTHR12585:SF29
PLSCT00000010275	PANTHER:PTHR21669
PLSCT00000011577	PANTHER:PTHR24012
PLSCT00000012074	PANTHER:PTHR31307,PANTHER:PTHR31307:SF7
PLSCT00000005664	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000019908	PANTHER:PTHR23273,PANTHER:PTHR23273:SF15
PLSCT00000014071	PANTHER:PTHR24006,PANTHER:PTHR24006:SF502
PLSCT00000012532	PANTHER:PTHR10110,PANTHER:PTHR10110:SF119
PLSCT00000009116	PANTHER:PTHR12953
PLSCT00000010466	PANTHER:PTHR11480
PLSCT00000016899	PANTHER:PTHR11647,PANTHER:PTHR11647:SF59
PLSCT00000003402	PANTHER:PTHR21497,PANTHER:PTHR21497:SF24
PLSCT00000020488	PANTHER:PTHR32060,PANTHER:PTHR32060:SF8
PLSCT00000001588	PANTHER:PTHR10277,PANTHER:PTHR10277:SF42
PLSCT00000016795	PANTHER:PTHR11932,PANTHER:PTHR11932:SF84
PLSCT00000006672	PANTHER:PTHR31081,PANTHER:PTHR31081:SF2
PLSCT00000005142	PANTHER:PTHR32044,PANTHER:PTHR32044:SF7
PLSCT00000002308	PANTHER:PTHR12695,PANTHER:PTHR12695:SF2
PLSCT00000007262	PANTHER:PTHR10984,PANTHER:PTHR10984:SF35
PLSCT00000006039	PANTHER:PTHR31172,PANTHER:PTHR31172:SF2
PLSCT00000010634	PANTHER:PTHR31062,PANTHER:PTHR31062:SF15
PLSCT00000008530	PANTHER:PTHR22778,PANTHER:PTHR22778:SF22
PLSCT00000020201	PANTHER:PTHR10578,PANTHER:PTHR10578:SF70
PLSCT00000006855	PANTHER:PTHR23429
PLSCT00000020309	PANTHER:PTHR12815,PANTHER:PTHR12815:SF18
PLSCT00000007196	PANTHER:PTHR10390,PANTHER:PTHR10390:SF38
PLSCT00000005985	PANTHER:PTHR24031,PANTHER:PTHR24031:SF122
PLSCT00000001514	PANTHER:PTHR22839
PLSCT00000013064	PANTHER:PTHR11709,PANTHER:PTHR11709:SF93
PLSCT00000001388	PANTHER:PTHR31604
PLSCT00000012986	PANTHER:PTHR23244,PANTHER:PTHR23244:SF315
PLSCT00000014993	PANTHER:PTHR22594,PANTHER:PTHR22594:SF34
PLSCT00000010257	PANTHER:PTHR31267,PANTHER:PTHR31267:SF2
PLSCT00000003754	PANTHER:PTHR11986,PANTHER:PTHR11986:SF92
PLSCT00000000319	PANTHER:PTHR13789,PANTHER:PTHR13789:SF234
PLSCT00000018865	PANTHER:PTHR13363,PANTHER:PTHR13363:SF1
PLSCT00000021344	PANTHER:PTHR24423,PANTHER:PTHR24423:SF563
PLSCT00000005300	PANTHER:PTHR28641,PANTHER:PTHR28641:SF1
PLSCT00000003717	PANTHER:PTHR23354,PANTHER:PTHR23354:SF74
PLSCT00000004213	PANTHER:PTHR28661,PANTHER:PTHR28661:SF1
PLSCT00000014297	PANTHER:PTHR22874
PLSCT00000012805	PANTHER:PTHR16092,PANTHER:PTHR16092:SF21
PLSCT00000019640	PANTHER:PTHR23257,PANTHER:PTHR23257:SF382
PLSCT00000014733	PANTHER:PTHR10408,PANTHER:PTHR10408:SF12
PLSCT00000005398	PANTHER:PTHR12695,PANTHER:PTHR12695:SF2
PLSCT00000000478	PANTHER:PTHR34575,PANTHER:PTHR34575:SF2
PLSCT00000008729	PANTHER:PTHR11751,PANTHER:PTHR11751:SF369
PLSCT00000008362	PANTHER:PTHR11071,PANTHER:PTHR11071:SF17
PLSCT00000012156	PANTHER:PTHR12231,PANTHER:PTHR12231:SF111
PLSCT00000008442	PANTHER:PTHR11061,PANTHER:PTHR11061:SF12
PLSCT00000010252	PANTHER:PTHR11732,PANTHER:PTHR11732:SF14
PLSCT00000012747	PANTHER:PTHR36044,PANTHER:PTHR36044:SF1
PLSCT00000017753	PANTHER:PTHR24006,PANTHER:PTHR24006:SF529
PLSCT00000002169	PANTHER:PTHR13151
PLSCT00000006434	PANTHER:PTHR11695,PANTHER:PTHR11695:SF451
PLSCT00000006180	PANTHER:PTHR24096,PANTHER:PTHR24096:SF219
PLSCT00000019467	PANTHER:PTHR31142,PANTHER:PTHR31142:SF3
PLSCT00000003946	PANTHER:PTHR13768,PANTHER:PTHR13768:SF8
PLSCT00000000296	PANTHER:PTHR11771,PANTHER:PTHR11771:SF42
PLSCT00000008939	PANTHER:PTHR11800,PANTHER:PTHR11800:SF13
PLSCT00000013937	PANTHER:PTHR23132,PANTHER:PTHR23132:SF0
PLSCT00000016689	PANTHER:PTHR23293,PANTHER:PTHR23293:SF11
PLSCT00000003868	PANTHER:PTHR11938,PANTHER:PTHR11938:SF76
PLSCT00000005964	PANTHER:PTHR10836,PANTHER:PTHR10836:SF38
PLSCT00000018328	PANTHER:PTHR21493,PANTHER:PTHR21493:SF124
PLSCT00000010026	PANTHER:PTHR12000,PANTHER:PTHR12000:SF15
PLSCT00000003582	PANTHER:PTHR11767
PLSCT00000009312	PANTHER:PTHR30188,PANTHER:PTHR30188:SF2
PLSCT00000011309	PANTHER:PTHR10272
PLSCT00000021423	PANTHER:PTHR11588,PANTHER:PTHR11588:SF48
PLSCT00000009667	PANTHER:PTHR13457,PANTHER:PTHR13457:SF1
PLSCT00000016960	PANTHER:PTHR11757,PANTHER:PTHR11757:SF2
PLSCT00000019111	PANTHER:PTHR11780
PLSCT00000018967	PANTHER:PTHR24093,PANTHER:PTHR24093:SF289
PLSCT00000002498	PANTHER:PTHR10644,PANTHER:PTHR10644:SF2
PLSCT00000003867	PANTHER:PTHR11938,PANTHER:PTHR11938:SF76
