PLSCT00000016654	InterPro:IPR003817,InterPro:IPR033177
PLSCT00000012986	InterPro:IPR000582,InterPro:IPR006652,InterPro:IPR014352,InterPro:IPR015915
PLSCT00000014993	InterPro:IPR000738,InterPro:IPR002312,InterPro:IPR004364,InterPro:IPR004365,InterPro:IPR004522,InterPro:IPR006195,InterPro:IPR009068,InterPro:IPR012340,InterPro:IPR018150
PLSCT00000003754	InterPro:IPR005814,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000000319	InterPro:IPR002938,InterPro:IPR023753
PLSCT00000018865	InterPro:IPR019474
PLSCT00000021344	InterPro:IPR000014,InterPro:IPR000700,InterPro:IPR001294,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR005467,InterPro:IPR013767
PLSCT00000005300	InterPro:IPR007956
PLSCT00000003717	InterPro:IPR006571
PLSCT00000004213	InterPro:IPR033362
PLSCT00000014297	InterPro:IPR015943
PLSCT00000019640	InterPro:IPR000719,InterPro:IPR001932,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000014733	InterPro:IPR014371
PLSCT00000005398	InterPro:IPR002035,InterPro:IPR004595,InterPro:IPR007087,InterPro:IPR007198,InterPro:IPR012170
PLSCT00000000478	InterPro:IPR021855
PLSCT00000008729	InterPro:IPR004839,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000008362	InterPro:IPR002130,InterPro:IPR024936,InterPro:IPR029000
PLSCT00000012156	InterPro:IPR001763
PLSCT00000008442	InterPro:IPR002478,InterPro:IPR015947
PLSCT00000010252	InterPro:IPR001395,InterPro:IPR023210
PLSCT00000012747	InterPro:IPR019020
PLSCT00000017753	InterPro:IPR001394,InterPro:IPR018200,InterPro:IPR028889,InterPro:IPR033382
PLSCT00000006434	InterPro:IPR002085,InterPro:IPR002328,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR016040,InterPro:IPR020843
PLSCT00000006180	InterPro:IPR000873
PLSCT00000019467	InterPro:IPR009457
PLSCT00000003946	InterPro:IPR000744,InterPro:IPR010703,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000000296	InterPro:IPR000907,InterPro:IPR001246,InterPro:IPR013819,InterPro:IPR020833,InterPro:IPR027433
PLSCT00000008939	InterPro:IPR001514,InterPro:IPR009025,InterPro:IPR011262,InterPro:IPR011263
PLSCT00000013937	InterPro:IPR000291,InterPro:IPR011095,InterPro:IPR011761,InterPro:IPR013816
PLSCT00000016689	InterPro:IPR002500,InterPro:IPR012336,InterPro:IPR013766
PLSCT00000003868	InterPro:IPR006982,InterPro:IPR013785,InterPro:IPR017932,InterPro:IPR029055
PLSCT00000005964	InterPro:IPR006424,InterPro:IPR016040,InterPro:IPR020828,InterPro:IPR020829,InterPro:IPR020830,InterPro:IPR020831
PLSCT00000018328	InterPro:IPR002921,InterPro:IPR029058
PLSCT00000010026	InterPro:IPR001096
PLSCT00000003582	InterPro:IPR013518,InterPro:IPR014756,InterPro:IPR016449
PLSCT00000009312	InterPro:IPR030802
PLSCT00000011309	InterPro:IPR005065,InterPro:IPR029058
PLSCT00000021423	InterPro:IPR000217,InterPro:IPR002452,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR018316
PLSCT00000009667	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000016960	InterPro:IPR002470,InterPro:IPR023302
PLSCT00000019111	InterPro:IPR001949,InterPro:IPR011538,InterPro:IPR019554,InterPro:IPR019575
PLSCT00000018967	InterPro:IPR001757,InterPro:IPR004014,InterPro:IPR008250,InterPro:IPR018303,InterPro:IPR023298,InterPro:IPR023299
PLSCT00000003867	InterPro:IPR002489
PLSCT00000002279	InterPro:IPR005013
PLSCT00000019977	InterPro:IPR010987
PLSCT00000016179	InterPro:IPR013169
PLSCT00000017958	InterPro:IPR008390
PLSCT00000004334	InterPro:IPR001216,InterPro:IPR001926
PLSCT00000001516	InterPro:IPR000447,InterPro:IPR006076,InterPro:IPR031656
PLSCT00000011164	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000018662	InterPro:IPR001047,InterPro:IPR022309
PLSCT00000020961	InterPro:IPR015943,InterPro:IPR017986
PLSCT00000018098	InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR005937,InterPro:IPR027417
PLSCT00000014132	InterPro:IPR032076
PLSCT00000015620	InterPro:IPR009445
PLSCT00000014850	InterPro:IPR002885,InterPro:IPR011990
PLSCT00000002891	InterPro:IPR000192,InterPro:IPR010970,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000011875	InterPro:IPR000415,InterPro:IPR029479
PLSCT00000021358	InterPro:IPR000778,InterPro:IPR013121,InterPro:IPR013130
PLSCT00000015842	InterPro:IPR025564,InterPro:IPR033344
PLSCT00000006532	InterPro:IPR004023
PLSCT00000007022	InterPro:IPR032451
PLSCT00000003272	InterPro:IPR013537
PLSCT00000020494	InterPro:IPR004498,InterPro:IPR029063
PLSCT00000020456	InterPro:IPR000286,InterPro:IPR003084,InterPro:IPR023801
PLSCT00000011950	InterPro:IPR000490,InterPro:IPR012946,InterPro:IPR013781,InterPro:IPR017853
PLSCT00000014033	InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR027417
PLSCT00000019314	InterPro:IPR007021,InterPro:IPR012337
PLSCT00000014564	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000004689	InterPro:IPR028131
PLSCT00000016988	InterPro:IPR000270,InterPro:IPR033389
PLSCT00000005320	InterPro:IPR002423,InterPro:IPR012720,InterPro:IPR017998,InterPro:IPR027409,InterPro:IPR027410,InterPro:IPR027413
PLSCT00000008991	InterPro:IPR002912,InterPro:IPR009902,InterPro:IPR029063
PLSCT00000001273	InterPro:IPR011598
PLSCT00000017954	InterPro:IPR002885,InterPro:IPR011990
PLSCT00000018345	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000001691	InterPro:IPR003020,InterPro:IPR011531
PLSCT00000014870	InterPro:IPR003034
PLSCT00000013884	InterPro:IPR001945,InterPro:IPR006555,InterPro:IPR010614,InterPro:IPR010643,InterPro:IPR013020,InterPro:IPR014013,InterPro:IPR027417
PLSCT00000017574	InterPro:IPR001106,InterPro:IPR005922,InterPro:IPR008948,InterPro:IPR022313,InterPro:IPR023144,InterPro:IPR024083
PLSCT00000000580	InterPro:IPR004299
PLSCT00000017506	InterPro:IPR004839,InterPro:IPR015421,InterPro:IPR015424
PLSCT00000020441	InterPro:IPR014729,InterPro:IPR018317
PLSCT00000014279	InterPro:IPR000210,InterPro:IPR011333
PLSCT00000015317	InterPro:IPR000307,InterPro:IPR020592,InterPro:IPR023803
PLSCT00000010879	InterPro:IPR019489,InterPro:IPR027417
PLSCT00000004822	InterPro:IPR004147,InterPro:IPR011009
PLSCT00000011883	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000000659	InterPro:IPR000425,InterPro:IPR023271
PLSCT00000003615	InterPro:IPR003397,InterPro:IPR013761
PLSCT00000006175	InterPro:IPR001128,InterPro:IPR002401
PLSCT00000002162	InterPro:IPR008942,InterPro:IPR013809
PLSCT00000008315	InterPro:IPR011701,InterPro:IPR020846
PLSCT00000005619	InterPro:IPR008630
PLSCT00000007659	InterPro:IPR001394,InterPro:IPR018200,InterPro:IPR028889
PLSCT00000011495	InterPro:IPR000157,InterPro:IPR027417
PLSCT00000006444	InterPro:IPR000210,InterPro:IPR011333
PLSCT00000016844	InterPro:IPR020966
PLSCT00000000844	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000012572	InterPro:IPR032008,InterPro:IPR032010
PLSCT00000003579	InterPro:IPR014810
PLSCT00000015120	InterPro:IPR005067,InterPro:IPR009078,InterPro:IPR012348
PLSCT00000017984	InterPro:IPR012340,InterPro:IPR022966,InterPro:IPR028591
PLSCT00000020684	InterPro:IPR001394,InterPro:IPR001607,InterPro:IPR013083,InterPro:IPR018200,InterPro:IPR028889
PLSCT00000002208	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000010095	InterPro:IPR004324,InterPro:IPR020846
PLSCT00000008410	InterPro:IPR011990
PLSCT00000001640	InterPro:IPR001965,InterPro:IPR003034,InterPro:IPR004181,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019786,InterPro:IPR019787,InterPro:IPR031141
PLSCT00000018982	InterPro:IPR000073,InterPro:IPR029058
PLSCT00000018936	InterPro:IPR018227
PLSCT00000011974	InterPro:IPR001678,InterPro:IPR011023,InterPro:IPR018314,InterPro:IPR023267,InterPro:IPR023273,InterPro:IPR029063,InterPro:IPR031341
PLSCT00000012631	InterPro:IPR002474,InterPro:IPR006274,InterPro:IPR017926,InterPro:IPR029062
PLSCT00000017336	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000017311	InterPro:IPR006947,InterPro:IPR006948,InterPro:IPR015421,InterPro:IPR015424
PLSCT00000010642	InterPro:IPR022233
PLSCT00000009144	InterPro:IPR001266,InterPro:IPR011991
PLSCT00000010059	InterPro:IPR008547,InterPro:IPR029058
PLSCT00000001129	InterPro:IPR022796,InterPro:IPR023329
PLSCT00000006176	InterPro:IPR000380,InterPro:IPR001878,InterPro:IPR010666,InterPro:IPR013497,InterPro:IPR013498,InterPro:IPR013824,InterPro:IPR023405
PLSCT00000013711	InterPro:IPR020846
PLSCT00000009852	InterPro:IPR028934
PLSCT00000015605	InterPro:IPR007286,InterPro:IPR011991
PLSCT00000008171	InterPro:IPR001932,InterPro:IPR015655
PLSCT00000003951	InterPro:IPR001684
PLSCT00000018111	InterPro:IPR001650,InterPro:IPR002121,InterPro:IPR010997,InterPro:IPR011991,InterPro:IPR018982,InterPro:IPR027417,InterPro:IPR032284
PLSCT00000003153	InterPro:IPR013057
PLSCT00000005967	InterPro:IPR003395,InterPro:IPR010935,InterPro:IPR027132,InterPro:IPR027417,InterPro:IPR033268
PLSCT00000005879	InterPro:IPR007848,InterPro:IPR029063
PLSCT00000016953	InterPro:IPR003663,InterPro:IPR005828,InterPro:IPR005829,InterPro:IPR020846
PLSCT00000015587	InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR027417
PLSCT00000021458	InterPro:IPR001951,InterPro:IPR009072
PLSCT00000008520	InterPro:IPR018108,InterPro:IPR023395
PLSCT00000019055	InterPro:IPR015590,InterPro:IPR016161,InterPro:IPR016162
PLSCT00000009282	InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000004421	InterPro:IPR004000,InterPro:IPR020902
PLSCT00000012773	InterPro:IPR001041,InterPro:IPR001055,InterPro:IPR012675,InterPro:IPR018298
PLSCT00000007463	InterPro:IPR008521
PLSCT00000021606	InterPro:IPR001048,InterPro:IPR011817
PLSCT00000009303	InterPro:IPR007015,InterPro:IPR016024
PLSCT00000015980	InterPro:IPR007781,InterPro:IPR024240,InterPro:IPR024733
PLSCT00000017874	InterPro:IPR023753
PLSCT00000009878	InterPro:IPR007087,InterPro:IPR013087,InterPro:IPR015880
PLSCT00000017796	InterPro:IPR004159
PLSCT00000009413	InterPro:IPR005018,InterPro:IPR006593,InterPro:IPR018825,InterPro:IPR019545
PLSCT00000016105	InterPro:IPR008930,InterPro:IPR032696,InterPro:IPR032697
PLSCT00000009738	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013525,InterPro:IPR013581,InterPro:IPR027417,InterPro:IPR029481,InterPro:IPR034001,InterPro:IPR034003
PLSCT00000007109	InterPro:IPR019159
PLSCT00000020017	InterPro:IPR023753
PLSCT00000003726	InterPro:IPR004159
PLSCT00000012991	InterPro:IPR006145,InterPro:IPR006224,InterPro:IPR020103
PLSCT00000000881	InterPro:IPR019378
PLSCT00000010542	InterPro:IPR009057,InterPro:IPR025756
PLSCT00000017711	InterPro:IPR002550,InterPro:IPR016084
PLSCT00000020164	InterPro:IPR024326
PLSCT00000001683	InterPro:IPR006015,InterPro:IPR006016,InterPro:IPR014729
PLSCT00000002063	InterPro:IPR001395,InterPro:IPR020471,InterPro:IPR023210
PLSCT00000021406	InterPro:IPR001330,InterPro:IPR008930
PLSCT00000004343	InterPro:IPR004240
PLSCT00000020695	InterPro:IPR002241,InterPro:IPR013785,InterPro:IPR017853
PLSCT00000012719	InterPro:IPR000245,InterPro:IPR002379
PLSCT00000016193	InterPro:IPR001619,InterPro:IPR027482
PLSCT00000018303	InterPro:IPR007502,InterPro:IPR020683,InterPro:IPR027417
PLSCT00000020312	InterPro:IPR003855
PLSCT00000013362	InterPro:IPR011704,InterPro:IPR012099,InterPro:IPR027417
PLSCT00000020747	InterPro:IPR001353,InterPro:IPR029055
PLSCT00000016850	InterPro:IPR007213,InterPro:IPR029063
PLSCT00000011310	InterPro:IPR005024
PLSCT00000009768	InterPro:IPR000608,InterPro:IPR016135,InterPro:IPR023313
PLSCT00000000776	InterPro:IPR011611,InterPro:IPR029056
PLSCT00000008948	InterPro:IPR007642,InterPro:IPR007644,InterPro:IPR015712
PLSCT00000010828	InterPro:IPR001509,InterPro:IPR016040,InterPro:IPR028614
PLSCT00000017002	InterPro:IPR000261,InterPro:IPR002048,InterPro:IPR011992
PLSCT00000009980	InterPro:IPR027417
PLSCT00000007364	InterPro:IPR001910,InterPro:IPR023186
PLSCT00000017567	InterPro:IPR001188
PLSCT00000014915	InterPro:IPR001828,InterPro:IPR002755,InterPro:IPR002905,InterPro:IPR014052,InterPro:IPR028082,InterPro:IPR029063
PLSCT00000020113	InterPro:IPR023753
PLSCT00000004423	InterPro:IPR003439,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000002121	InterPro:IPR011055,InterPro:IPR016047
PLSCT00000001156	InterPro:IPR001828,InterPro:IPR028082
PLSCT00000008116	InterPro:IPR025757
PLSCT00000010489	InterPro:IPR002963,InterPro:IPR007112,InterPro:IPR007117,InterPro:IPR007118,InterPro:IPR009009
PLSCT00000014636	InterPro:IPR005570,InterPro:IPR012340
PLSCT00000008338	InterPro:IPR002319,InterPro:IPR006195
PLSCT00000016270	InterPro:IPR015422,InterPro:IPR015424
PLSCT00000005886	InterPro:IPR002569,InterPro:IPR028427
PLSCT00000016858	InterPro:IPR008733
PLSCT00000003499	InterPro:IPR006148
PLSCT00000014730	InterPro:IPR027524
PLSCT00000013406	InterPro:IPR001965,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019786,InterPro:IPR019787
PLSCT00000000495	InterPro:IPR001164
PLSCT00000004950	InterPro:IPR004837
PLSCT00000004762	InterPro:IPR004588
PLSCT00000010404	InterPro:IPR000796,InterPro:IPR004839,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000006450	InterPro:IPR000589,InterPro:IPR009068,InterPro:IPR012606,InterPro:IPR023029
PLSCT00000009221	InterPro:IPR002293
PLSCT00000006812	InterPro:IPR001697,InterPro:IPR015794,InterPro:IPR015795
PLSCT00000019636	InterPro:IPR006383,InterPro:IPR006384,InterPro:IPR016965,InterPro:IPR023214
PLSCT00000003136	InterPro:IPR011992
PLSCT00000017235	InterPro:IPR004159,InterPro:IPR029063
PLSCT00000020234	InterPro:IPR002133,InterPro:IPR022630,InterPro:IPR022636
PLSCT00000006852	InterPro:IPR002035,InterPro:IPR006895,InterPro:IPR006896,InterPro:IPR006900,InterPro:IPR007123,InterPro:IPR012990,InterPro:IPR029006
PLSCT00000011103	InterPro:IPR000608,InterPro:IPR016135,InterPro:IPR023313
PLSCT00000006617	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR004041,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,InterPro:IPR018451
PLSCT00000013925	InterPro:IPR000409,InterPro:IPR001680,InterPro:IPR011989,InterPro:IPR011993,InterPro:IPR013320,InterPro:IPR015943,InterPro:IPR016024,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR023362,InterPro:IPR031570
PLSCT00000002330	InterPro:IPR003666
PLSCT00000008987	InterPro:IPR009738
PLSCT00000001445	InterPro:IPR018612
PLSCT00000018391	InterPro:IPR007577,InterPro:IPR007652,InterPro:IPR029044
PLSCT00000010156	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR004088,InterPro:IPR011527,InterPro:IPR017871,InterPro:IPR027417
PLSCT00000014318	InterPro:IPR001878,InterPro:IPR004088
PLSCT00000012813	InterPro:IPR000225,InterPro:IPR002652,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000018228	InterPro:IPR001461,InterPro:IPR001969,InterPro:IPR021109,InterPro:IPR032799,InterPro:IPR032861,InterPro:IPR033121
PLSCT00000015762	InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR014001,InterPro:IPR014014,InterPro:IPR027417
PLSCT00000011798	InterPro:IPR004140,InterPro:IPR016159
PLSCT00000005791	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000011911	InterPro:IPR000185,InterPro:IPR011115,InterPro:IPR014018,InterPro:IPR027417
PLSCT00000009719	InterPro:IPR015425
PLSCT00000015808	InterPro:IPR000182,InterPro:IPR016181
PLSCT00000011369	InterPro:IPR008685
PLSCT00000012163	InterPro:IPR001461,InterPro:IPR021109,InterPro:IPR032799,InterPro:IPR032861,InterPro:IPR033121
PLSCT00000016288	InterPro:IPR004299
PLSCT00000021209	InterPro:IPR000146,InterPro:IPR028343,InterPro:IPR033391
PLSCT00000018873	InterPro:IPR005821,InterPro:IPR011992
PLSCT00000017120	InterPro:IPR001789,InterPro:IPR003018,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR004358,InterPro:IPR005467,InterPro:IPR011006,InterPro:IPR014525,InterPro:IPR029016
PLSCT00000010153	InterPro:IPR003781,InterPro:IPR005810,InterPro:IPR005811,InterPro:IPR016040,InterPro:IPR016102,InterPro:IPR017440,InterPro:IPR033847
PLSCT00000006506	InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR015429
PLSCT00000016922	InterPro:IPR000182,InterPro:IPR016181
PLSCT00000016197	InterPro:IPR015679
PLSCT00000006687	InterPro:IPR012392,InterPro:IPR013601,InterPro:IPR013747,InterPro:IPR016039
PLSCT00000016114	InterPro:IPR001401,InterPro:IPR022812,InterPro:IPR027417,InterPro:IPR030381
PLSCT00000016914	InterPro:IPR005172,InterPro:IPR028307,InterPro:IPR033467
PLSCT00000009814	InterPro:IPR029058
PLSCT00000019278	InterPro:IPR002864,InterPro:IPR029069
PLSCT00000006595	InterPro:IPR000719,InterPro:IPR000858,InterPro:IPR001480,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441,InterPro:IPR024171
PLSCT00000008198	InterPro:IPR005202
PLSCT00000017638	InterPro:IPR013221
PLSCT00000005449	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000006820	InterPro:IPR032675
PLSCT00000016866	InterPro:IPR000626,InterPro:IPR022591,InterPro:IPR029071
PLSCT00000010796	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000015487	InterPro:IPR027417
PLSCT00000013853	InterPro:IPR000209,InterPro:IPR015500,InterPro:IPR022398,InterPro:IPR023828
PLSCT00000000389	InterPro:IPR004045,InterPro:IPR012336
PLSCT00000018133	InterPro:IPR001478,InterPro:IPR001940,InterPro:IPR009003
PLSCT00000008595	InterPro:IPR015793,InterPro:IPR015813
PLSCT00000010541	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000012107	InterPro:IPR001279,InterPro:IPR011108,InterPro:IPR021718,InterPro:IPR022712
PLSCT00000001368	InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR013210,InterPro:IPR032675
PLSCT00000020916	InterPro:IPR018464
PLSCT00000012193	InterPro:IPR006094,InterPro:IPR007173,InterPro:IPR016166,InterPro:IPR016169
PLSCT00000011709	InterPro:IPR006073,InterPro:IPR019991,InterPro:IPR023179,InterPro:IPR027417,InterPro:IPR030378
PLSCT00000001211	InterPro:IPR002695,InterPro:IPR011607,InterPro:IPR016193,InterPro:IPR024051
PLSCT00000006743	InterPro:IPR002123
PLSCT00000019067	InterPro:IPR007248
PLSCT00000008501	InterPro:IPR007855
PLSCT00000002989	InterPro:IPR002921,InterPro:IPR029058
PLSCT00000013660	InterPro:IPR006073,InterPro:IPR006074,InterPro:IPR006169,InterPro:IPR014100,InterPro:IPR015349,InterPro:IPR027417,InterPro:IPR031167
PLSCT00000009401	InterPro:IPR028119
PLSCT00000004226	InterPro:IPR003959,InterPro:IPR025753,InterPro:IPR027417
PLSCT00000000426	InterPro:IPR000806,InterPro:IPR018203,InterPro:IPR023753
PLSCT00000002368	InterPro:IPR001451,InterPro:IPR011004,InterPro:IPR018357
PLSCT00000010377	InterPro:IPR018922
PLSCT00000009702	InterPro:IPR001305,InterPro:IPR001623,InterPro:IPR002939,InterPro:IPR008971,InterPro:IPR012724,InterPro:IPR018253
PLSCT00000000519	InterPro:IPR000109,InterPro:IPR020846
PLSCT00000021088	InterPro:IPR020846
PLSCT00000008877	InterPro:IPR006786
PLSCT00000004025	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000006462	InterPro:IPR000070,InterPro:IPR011050,InterPro:IPR012334
PLSCT00000015814	InterPro:IPR001452,InterPro:IPR004148,InterPro:IPR027267
PLSCT00000013477	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000018864	InterPro:IPR009606
PLSCT00000018836	InterPro:IPR002885,InterPro:IPR011990,InterPro:IPR032867
PLSCT00000018860	InterPro:IPR000297,InterPro:IPR001763
PLSCT00000003721	InterPro:IPR001965,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019786,InterPro:IPR019787,InterPro:IPR024145,InterPro:IPR025718
PLSCT00000015989	InterPro:IPR004403,InterPro:IPR005140,InterPro:IPR005141,InterPro:IPR005142,InterPro:IPR024049,InterPro:IPR029064
PLSCT00000001552	InterPro:IPR009769
PLSCT00000017264	InterPro:IPR009374,InterPro:IPR011991,InterPro:IPR016020,InterPro:IPR016024,InterPro:IPR033464
PLSCT00000008061	InterPro:IPR000300,InterPro:IPR005135
PLSCT00000005616	InterPro:IPR000555,InterPro:IPR024969,InterPro:IPR027531
PLSCT00000003679	InterPro:IPR003959,InterPro:IPR019489,InterPro:IPR027417
PLSCT00000010430	InterPro:IPR006600,InterPro:IPR007889,InterPro:IPR009057
PLSCT00000018313	InterPro:IPR001487,InterPro:IPR018359
PLSCT00000000473	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000019851	InterPro:IPR002052,InterPro:IPR007757,InterPro:IPR029063
PLSCT00000003326	InterPro:IPR000504,InterPro:IPR012677
PLSCT00000018485	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000001177	InterPro:IPR000408,InterPro:IPR009091,InterPro:IPR032996
PLSCT00000012838	InterPro:IPR001279
PLSCT00000021240	InterPro:IPR011701,InterPro:IPR020846
PLSCT00000020222	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000006087	InterPro:IPR001715,InterPro:IPR001752,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR027640,InterPro:IPR031852
PLSCT00000020131	InterPro:IPR000103,InterPro:IPR005982,InterPro:IPR008255,InterPro:IPR023753
PLSCT00000004459	InterPro:IPR002023,InterPro:IPR012336
PLSCT00000004485	InterPro:IPR007243
PLSCT00000002009	InterPro:IPR029454
PLSCT00000006008	InterPro:IPR000719,InterPro:IPR001220,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000020985	InterPro:IPR001344,InterPro:IPR022796,InterPro:IPR023329
PLSCT00000000806	InterPro:IPR018464
PLSCT00000005569	InterPro:IPR003674
PLSCT00000012882	InterPro:IPR001544,InterPro:IPR018300
PLSCT00000010305	InterPro:IPR004129,InterPro:IPR017946,InterPro:IPR030395
PLSCT00000016522	InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR012961,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000011690	InterPro:IPR005378,InterPro:IPR016024
PLSCT00000004189	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
