PLSCT00000016654	PFAM:PF02666
PLSCT00000002379	PFAM:PF07521,PFAM:PF12706,PFAM:PF13837
PLSCT00000012608	PFAM:PF13837
PLSCT00000019409	PFAM:PF07714
PLSCT00000014490	PFAM:PF00626,PFAM:PF04810,PFAM:PF04811,PFAM:PF04815,PFAM:PF08033
PLSCT00000014236	PFAM:PF00067
PLSCT00000015070	PFAM:PF06101,PFAM:PF09333,PFAM:PF16909
PLSCT00000021104	PFAM:PF00076
PLSCT00000008539	PFAM:PF00891
PLSCT00000012384	PFAM:PF02297
PLSCT00000010599	PFAM:PF05653
PLSCT00000005274	PFAM:PF00648,PFAM:PF01067
PLSCT00000001761	PFAM:PF00069
PLSCT00000004761	PFAM:PF00852
PLSCT00000021646	PFAM:PF05840
PLSCT00000006813	PFAM:PF00063,PFAM:PF00612
PLSCT00000018322	PFAM:PF13649
PLSCT00000021190	PFAM:PF00995
PLSCT00000011448	PFAM:PF14968
PLSCT00000019298	PFAM:PF01217
PLSCT00000002600	PFAM:PF02002
PLSCT00000021486	PFAM:PF00282
PLSCT00000018833	PFAM:PF02636
PLSCT00000000942	PFAM:PF01230
PLSCT00000014134	PFAM:PF03109
PLSCT00000009818	PFAM:PF00249,PFAM:PF04433
PLSCT00000020307	PFAM:PF00254
PLSCT00000008369	PFAM:PF12896
PLSCT00000006972	PFAM:PF01000,PFAM:PF01193
PLSCT00000012486	PFAM:PF00494
PLSCT00000019421	PFAM:PF00464
PLSCT00000011752	PFAM:PF04927
PLSCT00000016142	PFAM:PF03195
PLSCT00000020484	PFAM:PF00804,PFAM:PF13417
PLSCT00000016056	PFAM:PF05875
PLSCT00000005152	PFAM:PF02485
PLSCT00000015794	PFAM:PF00041
PLSCT00000016232	PFAM:PF07714
PLSCT00000009260	PFAM:PF03364
PLSCT00000013176	PFAM:PF12738
PLSCT00000013039	PFAM:PF00069
PLSCT00000019405	PFAM:PF00230
PLSCT00000008922	PFAM:PF08541,PFAM:PF08545
PLSCT00000005653	PFAM:PF01992
PLSCT00000008901	PFAM:PF10294
PLSCT00000021340	PFAM:PF05916
PLSCT00000004262	PFAM:PF08547,PFAM:PF13460
PLSCT00000020094	PFAM:PF15469
PLSCT00000005233	PFAM:PF01595
PLSCT00000001132	PFAM:PF00069
PLSCT00000001604	PFAM:PF00400
PLSCT00000007717	PFAM:PF07714
PLSCT00000015256	PFAM:PF14159
PLSCT00000003953	PFAM:PF00205,PFAM:PF02775,PFAM:PF02776
PLSCT00000003945	PFAM:PF01764
PLSCT00000020426	PFAM:PF07714
PLSCT00000020826	PFAM:PF16420
PLSCT00000018490	PFAM:PF04547
PLSCT00000002843	PFAM:PF00248
PLSCT00000020889	PFAM:PF04749
PLSCT00000004959	PFAM:PF00635
PLSCT00000010976	PFAM:PF00294
PLSCT00000006609	PFAM:PF00332
PLSCT00000007352	PFAM:PF03552,PFAM:PF14570
PLSCT00000005008	PFAM:PF01624,PFAM:PF05188,PFAM:PF05190,PFAM:PF05192
PLSCT00000011035	PFAM:PF01239
PLSCT00000001898	PFAM:PF00005,PFAM:PF01061
PLSCT00000000758	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000008033	PFAM:PF03141
PLSCT00000004519	PFAM:PF02769
PLSCT00000004790	PFAM:PF00006
PLSCT00000018507	PFAM:PF14308
PLSCT00000016289	PFAM:PF03062
PLSCT00000005819	PFAM:PF14604
PLSCT00000018390	PFAM:PF00238
PLSCT00000016104	PFAM:PF13243,PFAM:PF13249
PLSCT00000008467	PFAM:PF02714,PFAM:PF13967,PFAM:PF14703
PLSCT00000019242	PFAM:PF08541,PFAM:PF08545
PLSCT00000019174	PFAM:PF00777
PLSCT00000005011	PFAM:PF01624,PFAM:PF05188,PFAM:PF05190,PFAM:PF05192
PLSCT00000008054	PFAM:PF03871
PLSCT00000015257	PFAM:PF00152,PFAM:PF02938
PLSCT00000008697	PFAM:PF08389
PLSCT00000002210	PFAM:PF04857
PLSCT00000008073	PFAM:PF00056,PFAM:PF02866
PLSCT00000020933	PFAM:PF14381
PLSCT00000012062	PFAM:PF00493,PFAM:PF14551,PFAM:PF17207
PLSCT00000007103	PFAM:PF01432
PLSCT00000012724	PFAM:PF00067
PLSCT00000005176	PFAM:PF00153
PLSCT00000007403	PFAM:PF02362,PFAM:PF07496
PLSCT00000009331	PFAM:PF00011
PLSCT00000004666	PFAM:PF01535,PFAM:PF12854,PFAM:PF13041
PLSCT00000009245	PFAM:PF14389
PLSCT00000011538	PFAM:PF02466
PLSCT00000006366	PFAM:PF03054
PLSCT00000021309	PFAM:PF03522
PLSCT00000003720	PFAM:PF07714
PLSCT00000008937	PFAM:PF13855
PLSCT00000000571	PFAM:PF01873
PLSCT00000015315	PFAM:PF00886
PLSCT00000001574	PFAM:PF11152
PLSCT00000007591	PFAM:PF13561
PLSCT00000000359	PFAM:PF03109
PLSCT00000006435	PFAM:PF14541,PFAM:PF14543
PLSCT00000001743	PFAM:PF00763,PFAM:PF02882
PLSCT00000001538	PFAM:PF01565
PLSCT00000015237	PFAM:PF00388
PLSCT00000011742	PFAM:PF00889
PLSCT00000005071	PFAM:PF00828
PLSCT00000005327	PFAM:PF00069
PLSCT00000005545	PFAM:PF03407
PLSCT00000007537	PFAM:PF08372
PLSCT00000017228	PFAM:PF00397,PFAM:PF01846
PLSCT00000014674	PFAM:PF06414
PLSCT00000004668	PFAM:PF04863
PLSCT00000010688	PFAM:PF00581
PLSCT00000018332	PFAM:PF06325
PLSCT00000007556	PFAM:PF00185,PFAM:PF02729
PLSCT00000008078	PFAM:PF04864
PLSCT00000011020	PFAM:PF16575
PLSCT00000017077	PFAM:PF00579
PLSCT00000010235	PFAM:PF00686,PFAM:PF02446
PLSCT00000002316	PFAM:PF00931,PFAM:PF13306
PLSCT00000018992	PFAM:PF00316
PLSCT00000007327	PFAM:PF01490
PLSCT00000003822	PFAM:PF06075
PLSCT00000006774	PFAM:PF02536
PLSCT00000002922	PFAM:PF00588
PLSCT00000017386	PFAM:PF00314
PLSCT00000013529	PFAM:PF01263
PLSCT00000015289	PFAM:PF00071
PLSCT00000009549	PFAM:PF01269
PLSCT00000021410	PFAM:PF00501
PLSCT00000006153	PFAM:PF00085,PFAM:PF07749
PLSCT00000010192	PFAM:PF00069
PLSCT00000015850	PFAM:PF13589
PLSCT00000013245	PFAM:PF13532
PLSCT00000017887	PFAM:PF01399
PLSCT00000005822	PFAM:PF14569
PLSCT00000008098	PFAM:PF00400,PFAM:PF08145
PLSCT00000018744	PFAM:PF00149
PLSCT00000017290	PFAM:PF02666
PLSCT00000003275	PFAM:PF05028
PLSCT00000005380	PFAM:PF01743
PLSCT00000009110	PFAM:PF00005
PLSCT00000010074	PFAM:PF13398
PLSCT00000021511	PFAM:PF04726
PLSCT00000005919	PFAM:PF05180
PLSCT00000005674	PFAM:PF13720
PLSCT00000016613	PFAM:PF10584
PLSCT00000009701	PFAM:PF00487,PFAM:PF11960
PLSCT00000014380	PFAM:PF05770
PLSCT00000001231	PFAM:PF01965
PLSCT00000021462	PFAM:PF00282
PLSCT00000021015	PFAM:PF00071
PLSCT00000000588	PFAM:PF08323
PLSCT00000016826	PFAM:PF04177
PLSCT00000019948	PFAM:PF02463
PLSCT00000017763	PFAM:PF00370
PLSCT00000001481	PFAM:PF03110
PLSCT00000019824	PFAM:PF00994
PLSCT00000009073	PFAM:PF00288,PFAM:PF08544,PFAM:PF10509
PLSCT00000019794	PFAM:PF00717
PLSCT00000021153	PFAM:PF13041
PLSCT00000008830	PFAM:PF00627
PLSCT00000015547	PFAM:PF08991
PLSCT00000017217	PFAM:PF00400,PFAM:PF07569
PLSCT00000021134	PFAM:PF01411
PLSCT00000009497	PFAM:PF08323
PLSCT00000017496	PFAM:PF00168
PLSCT00000007628	PFAM:PF00107,PFAM:PF08240
PLSCT00000013858	PFAM:PF13041,PFAM:PF13812
PLSCT00000011022	PFAM:PF01282
PLSCT00000009807	PFAM:PF00270,PFAM:PF00271
PLSCT00000007957	PFAM:PF00400
PLSCT00000015648	PFAM:PF15491
PLSCT00000012427	PFAM:PF00022
PLSCT00000011660	PFAM:PF03618
PLSCT00000015393	PFAM:PF03151
PLSCT00000012626	PFAM:PF00149
PLSCT00000003299	PFAM:PF08414
PLSCT00000006401	PFAM:PF04734
PLSCT00000010941	PFAM:PF00249
PLSCT00000009513	PFAM:PF00085
PLSCT00000018408	PFAM:PF01095
PLSCT00000009300	PFAM:PF00501,PFAM:PF13193
PLSCT00000012916	PFAM:PF03016
PLSCT00000006688	PFAM:PF03798
PLSCT00000014352	PFAM:PF01344,PFAM:PF13415,PFAM:PF13418
PLSCT00000019224	PFAM:PF00400,PFAM:PF04053
PLSCT00000014217	PFAM:PF00627,PFAM:PF09280
PLSCT00000021193	PFAM:PF07137
PLSCT00000011940	PFAM:PF00282
PLSCT00000014458	PFAM:PF06470
PLSCT00000012692	PFAM:PF01713,PFAM:PF08590
PLSCT00000015652	PFAM:PF00160,PFAM:PF00270
PLSCT00000013161	PFAM:PF02560
PLSCT00000005406	PFAM:PF01399,PFAM:PF09440,PFAM:PF10602
PLSCT00000012106	PFAM:PF01053
PLSCT00000007161	PFAM:PF00085
PLSCT00000002202	PFAM:PF07714
PLSCT00000006100	PFAM:PF12799,PFAM:PF13855
PLSCT00000006895	PFAM:PF00581
PLSCT00000012888	PFAM:PF03188
PLSCT00000006491	PFAM:PF04825
PLSCT00000016394	PFAM:PF01134
PLSCT00000001567	PFAM:PF00076,PFAM:PF00397
PLSCT00000013804	PFAM:PF05057
PLSCT00000007408	PFAM:PF04935
PLSCT00000008860	PFAM:PF00982
PLSCT00000021585	PFAM:PF00614,PFAM:PF12357
PLSCT00000008614	PFAM:PF16455
PLSCT00000016863	PFAM:PF00076
PLSCT00000008262	PFAM:PF03226
PLSCT00000020542	PFAM:PF03195
PLSCT00000003032	PFAM:PF00071,PFAM:PF08355,PFAM:PF08356
PLSCT00000006777	PFAM:PF00226
PLSCT00000002084	PFAM:PF00076
PLSCT00000011104	PFAM:PF00179
PLSCT00000004329	PFAM:PF00270,PFAM:PF00271,PFAM:PF16124
PLSCT00000012268	PFAM:PF02782
PLSCT00000008510	PFAM:PF05236
PLSCT00000016098	PFAM:PF13850
PLSCT00000013693	PFAM:PF03029
PLSCT00000002332	PFAM:PF04488,PFAM:PF04572
PLSCT00000019885	PFAM:PF00118
PLSCT00000018788	PFAM:PF04153
PLSCT00000007370	PFAM:PF09741
PLSCT00000008712	PFAM:PF12638
PLSCT00000008924	PFAM:PF00564,PFAM:PF00571
PLSCT00000005854	PFAM:PF01554
PLSCT00000004373	PFAM:PF08241
PLSCT00000013507	PFAM:PF13178
PLSCT00000004718	PFAM:PF02364
PLSCT00000021306	PFAM:PF03759
PLSCT00000020610	PFAM:PF01590,PFAM:PF02518,PFAM:PF08446
PLSCT00000000972	PFAM:PF01501
PLSCT00000018434	PFAM:PF00179
PLSCT00000009467	PFAM:PF00571,PFAM:PF00654
PLSCT00000002529	PFAM:PF03062
PLSCT00000018949	PFAM:PF13520
PLSCT00000008424	PFAM:PF16113
PLSCT00000015892	PFAM:PF00394,PFAM:PF07732
PLSCT00000021572	PFAM:PF00400
PLSCT00000012872	PFAM:PF04142
PLSCT00000018137	PFAM:PF00397,PFAM:PF12874
PLSCT00000001883	PFAM:PF00271
PLSCT00000007093	PFAM:PF01458
PLSCT00000003602	PFAM:PF08507
PLSCT00000009843	PFAM:PF05216
PLSCT00000010098	PFAM:PF01027
PLSCT00000014748	PFAM:PF00067
PLSCT00000013818	PFAM:PF00829
PLSCT00000008936	PFAM:PF05193,PFAM:PF16187
PLSCT00000012079	PFAM:PF03348
PLSCT00000003150	PFAM:PF00249
PLSCT00000010311	PFAM:PF00133
PLSCT00000011323	PFAM:PF03600
PLSCT00000015610	PFAM:PF00069,PFAM:PF13499
PLSCT00000006324	PFAM:PF02319
PLSCT00000011014	PFAM:PF03798
PLSCT00000019592	PFAM:PF01535,PFAM:PF14432
PLSCT00000009870	PFAM:PF13855
PLSCT00000001510	PFAM:PF01535,PFAM:PF13041,PFAM:PF17177
PLSCT00000010794	PFAM:PF00141
PLSCT00000019528	PFAM:PF04433
PLSCT00000000282	PFAM:PF04547
PLSCT00000001900	PFAM:PF00170
PLSCT00000012317	PFAM:PF14703
PLSCT00000009011	PFAM:PF08797
PLSCT00000006915	PFAM:PF10358
PLSCT00000010631	PFAM:PF01406
PLSCT00000010743	PFAM:PF03372
PLSCT00000000258	PFAM:PF00160
PLSCT00000009989	PFAM:PF13656
PLSCT00000016974	PFAM:PF02358
PLSCT00000004358	PFAM:PF00581
PLSCT00000011311	PFAM:PF00996
PLSCT00000006943	PFAM:PF04987
PLSCT00000021044	PFAM:PF00067
PLSCT00000020943	PFAM:PF00069
PLSCT00000014441	PFAM:PF00122,PFAM:PF00689,PFAM:PF00690,PFAM:PF08282,PFAM:PF13246
PLSCT00000017748	PFAM:PF16923
PLSCT00000017219	PFAM:PF00071,PFAM:PF08355,PFAM:PF08356
PLSCT00000014449	PFAM:PF00311
PLSCT00000004333	PFAM:PF04116
PLSCT00000003631	PFAM:PF01535
PLSCT00000019770	PFAM:PF08142
PLSCT00000005062	PFAM:PF00416
PLSCT00000017893	PFAM:PF00240
PLSCT00000014127	PFAM:PF03942
PLSCT00000018514	PFAM:PF00266
PLSCT00000013621	PFAM:PF02567
PLSCT00000020287	PFAM:PF01658,PFAM:PF07994
PLSCT00000012101	PFAM:PF01077,PFAM:PF03460
PLSCT00000011589	PFAM:PF00201
PLSCT00000005129	PFAM:PF00168
PLSCT00000008643	PFAM:PF13181,PFAM:PF13432
PLSCT00000002197	PFAM:PF00107,PFAM:PF08240
PLSCT00000002658	PFAM:PF00300
PLSCT00000008752	PFAM:PF02620
PLSCT00000008327	PFAM:PF00481
PLSCT00000003298	PFAM:PF01794,PFAM:PF08022,PFAM:PF08030,PFAM:PF08414
PLSCT00000018589	PFAM:PF07714
PLSCT00000014974	PFAM:PF00224,PFAM:PF02887
PLSCT00000010066	PFAM:PF01245
PLSCT00000014873	PFAM:PF16969
PLSCT00000020129	PFAM:PF00180
PLSCT00000012472	PFAM:PF08661
PLSCT00000011617	PFAM:PF13499
PLSCT00000009751	PFAM:PF03796,PFAM:PF13662
PLSCT00000003506	PFAM:PF01764
PLSCT00000008446	PFAM:PF03092
PLSCT00000007615	PFAM:PF04719
PLSCT00000019365	PFAM:PF00899
PLSCT00000014223	PFAM:PF00956
PLSCT00000018609	PFAM:PF02985
PLSCT00000020852	PFAM:PF00478
PLSCT00000012238	PFAM:PF13174,PFAM:PF13432
PLSCT00000015211	PFAM:PF01751
PLSCT00000010656	PFAM:PF03016
PLSCT00000017031	PFAM:PF00067
PLSCT00000002642	PFAM:PF02893
PLSCT00000008451	PFAM:PF08263
PLSCT00000011603	PFAM:PF03048
PLSCT00000002363	PFAM:PF04755
PLSCT00000012738	PFAM:PF00175
PLSCT00000004620	PFAM:PF05843
PLSCT00000002620	PFAM:PF00270,PFAM:PF00271
PLSCT00000012779	PFAM:PF02966
PLSCT00000018386	PFAM:PF00521,PFAM:PF03989
PLSCT00000009585	PFAM:PF14716,PFAM:PF16589
PLSCT00000001357	PFAM:PF00326
PLSCT00000018823	PFAM:PF00076,PFAM:PF00098
PLSCT00000001257	PFAM:PF00069,PFAM:PF02138
PLSCT00000017427	PFAM:PF01450,PFAM:PF07991
PLSCT00000010061	PFAM:PF03446,PFAM:PF07005,PFAM:PF14833
PLSCT00000010132	PFAM:PF07714
PLSCT00000011741	PFAM:PF01566
PLSCT00000009032	PFAM:PF00628
PLSCT00000009646	PFAM:PF05627
PLSCT00000001928	PFAM:PF13499,PFAM:PF13833
PLSCT00000002284	PFAM:PF01096
PLSCT00000011234	PFAM:PF01344
PLSCT00000016073	PFAM:PF00856,PFAM:PF13771,PFAM:PF13831
PLSCT00000021472	PFAM:PF00249
PLSCT00000003282	PFAM:PF00005
PLSCT00000007233	PFAM:PF16656
PLSCT00000005374	PFAM:PF00128,PFAM:PF02922
PLSCT00000004606	PFAM:PF00069,PFAM:PF00931
PLSCT00000017379	PFAM:PF03641
PLSCT00000008390	PFAM:PF00400
PLSCT00000006614	PFAM:PF00249
PLSCT00000008317	PFAM:PF00293
PLSCT00000020552	PFAM:PF01207
PLSCT00000006908	PFAM:PF12706
PLSCT00000015518	PFAM:PF01077,PFAM:PF03460
PLSCT00000008412	PFAM:PF00400,PFAM:PF12894
PLSCT00000004693	PFAM:PF00067
PLSCT00000013262	PFAM:PF03969
PLSCT00000018221	PFAM:PF00400
PLSCT00000019194	PFAM:PF00862
PLSCT00000005637	PFAM:PF07496,PFAM:PF13589
PLSCT00000010716	PFAM:PF00504
PLSCT00000002443	PFAM:PF13768
PLSCT00000001744	PFAM:PF00854
PLSCT00000011520	PFAM:PF00316
PLSCT00000011739	PFAM:PF01593
PLSCT00000006360	PFAM:PF00248
PLSCT00000014937	PFAM:PF01425
PLSCT00000009510	PFAM:PF00145
PLSCT00000007969	PFAM:PF00291
PLSCT00000013855	PFAM:PF02182
PLSCT00000006330	PFAM:PF02338
PLSCT00000011707	PFAM:PF03552,PFAM:PF14570
PLSCT00000020282	PFAM:PF00388
PLSCT00000013089	PFAM:PF00134,PFAM:PF02984
PLSCT00000020356	PFAM:PF01423
PLSCT00000015034	PFAM:PF00270,PFAM:PF00271
PLSCT00000007132	PFAM:PF01926,PFAM:PF14714
PLSCT00000007606	PFAM:PF01426,PFAM:PF08711
PLSCT00000002090	PFAM:PF13414,PFAM:PF13432
PLSCT00000015202	PFAM:PF00069,PFAM:PF00560,PFAM:PF08263
PLSCT00000013623	PFAM:PF01795
PLSCT00000009615	PFAM:PF12146
PLSCT00000009983	PFAM:PF04130
PLSCT00000011546	PFAM:PF09133
PLSCT00000003167	PFAM:PF00069,PFAM:PF13855
PLSCT00000020557	PFAM:PF00225
PLSCT00000001226	PFAM:PF08662
PLSCT00000003827	PFAM:PF00571,PFAM:PF01595,PFAM:PF03471
PLSCT00000009046	PFAM:PF00505
PLSCT00000019083	PFAM:PF07496
PLSCT00000003789	PFAM:PF02569
PLSCT00000003294	PFAM:PF00891
PLSCT00000013007	PFAM:PF02374
PLSCT00000016822	PFAM:PF00067
PLSCT00000005648	PFAM:PF08743
PLSCT00000017793	PFAM:PF00188
PLSCT00000020465	PFAM:PF00085
PLSCT00000008702	PFAM:PF12937
PLSCT00000021072	PFAM:PF00400,PFAM:PF12894
PLSCT00000002319	PFAM:PF00266
PLSCT00000010372	PFAM:PF07228
PLSCT00000010176	PFAM:PF00168
PLSCT00000008951	PFAM:PF03767
PLSCT00000020050	PFAM:PF05761
PLSCT00000003058	PFAM:PF00560,PFAM:PF08263,PFAM:PF13516,PFAM:PF13855
PLSCT00000006159	PFAM:PF03195
PLSCT00000011509	PFAM:PF00905
PLSCT00000002386	PFAM:PF13405
PLSCT00000017576	PFAM:PF01625
PLSCT00000021263	PFAM:PF00076
PLSCT00000013634	PFAM:PF00534,PFAM:PF08288
PLSCT00000008244	PFAM:PF12638
PLSCT00000012269	PFAM:PF00326
PLSCT00000003320	PFAM:PF09791
PLSCT00000003193	PFAM:PF09507
PLSCT00000007120	PFAM:PF01535,PFAM:PF13041
PLSCT00000011061	PFAM:PF01384
PLSCT00000004580	PFAM:PF00076,PFAM:PF14327,PFAM:PF15861
PLSCT00000021194	PFAM:PF00179
PLSCT00000003179	PFAM:PF00117
PLSCT00000003606	PFAM:PF07714
PLSCT00000011827	PFAM:PF00676
PLSCT00000002035	PFAM:PF00232
PLSCT00000018444	PFAM:PF00069
PLSCT00000021087	PFAM:PF01351
PLSCT00000004096	PFAM:PF01266
PLSCT00000001162	PFAM:PF06842
PLSCT00000016325	PFAM:PF01535,PFAM:PF12854,PFAM:PF13041,PFAM:PF14432
PLSCT00000004056	PFAM:PF05794
PLSCT00000017822	PFAM:PF01280
PLSCT00000018536	PFAM:PF05071
PLSCT00000013108	PFAM:PF00205,PFAM:PF02775,PFAM:PF02776
PLSCT00000005508	PFAM:PF03070
PLSCT00000003274	PFAM:PF01039
PLSCT00000009329	PFAM:PF00011
PLSCT00000014396	PFAM:PF01348
PLSCT00000009606	PFAM:PF03468,PFAM:PF03469,PFAM:PF03470
PLSCT00000010373	PFAM:PF12009
PLSCT00000019191	PFAM:PF00083
PLSCT00000017665	PFAM:PF16187
PLSCT00000008713	PFAM:PF14705
PLSCT00000005207	PFAM:PF00069,PFAM:PF00560,PFAM:PF08263,PFAM:PF12799,PFAM:PF13855
PLSCT00000008210	PFAM:PF13499,PFAM:PF13833
PLSCT00000017797	PFAM:PF00251,PFAM:PF08244
PLSCT00000010242	PFAM:PF16908
PLSCT00000015161	PFAM:PF01798,PFAM:PF08156
PLSCT00000010803	PFAM:PF08768
PLSCT00000017241	PFAM:PF00828
PLSCT00000007337	PFAM:PF01926
PLSCT00000012873	PFAM:PF02485
PLSCT00000018287	PFAM:PF04305
PLSCT00000017863	PFAM:PF00191
PLSCT00000003180	PFAM:PF05368
PLSCT00000013880	PFAM:PF00383
PLSCT00000004240	PFAM:PF12146
PLSCT00000005850	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000013914	PFAM:PF00505
PLSCT00000015987	PFAM:PF00808
PLSCT00000009810	PFAM:PF12796
PLSCT00000013752	PFAM:PF00400
PLSCT00000007620	PFAM:PF01532
PLSCT00000001855	PFAM:PF00620,PFAM:PF00786
PLSCT00000012135	PFAM:PF10017
PLSCT00000012799	PFAM:PF00883,PFAM:PF02789
PLSCT00000013997	PFAM:PF00012
PLSCT00000011804	PFAM:PF16418
PLSCT00000011202	PFAM:PF02269
PLSCT00000019628	PFAM:PF00493
PLSCT00000020092	PFAM:PF00293
PLSCT00000021035	PFAM:PF00400
PLSCT00000009218	PFAM:PF00246
PLSCT00000008481	PFAM:PF03364
PLSCT00000021093	PFAM:PF16135
PLSCT00000019916	PFAM:PF07714
PLSCT00000021391	PFAM:PF00168
PLSCT00000013453	PFAM:PF02714,PFAM:PF14703
PLSCT00000016124	PFAM:PF09072
PLSCT00000004917	PFAM:PF01907
PLSCT00000000243	PFAM:PF03009
PLSCT00000017579	PFAM:PF12739
PLSCT00000020059	PFAM:PF01458
PLSCT00000016069	PFAM:PF00191
PLSCT00000000301	PFAM:PF00106
PLSCT00000002790	PFAM:PF03676
PLSCT00000006466	PFAM:PF12657
PLSCT00000016517	PFAM:PF03054
PLSCT00000003248	PFAM:PF13450
PLSCT00000003396	PFAM:PF07714
PLSCT00000010849	PFAM:PF07819
PLSCT00000010532	PFAM:PF07993
PLSCT00000008261	PFAM:PF00931,PFAM:PF01582
PLSCT00000001833	PFAM:PF00403
PLSCT00000003968	PFAM:PF03423
PLSCT00000020370	PFAM:PF08240,PFAM:PF13602
PLSCT00000010888	PFAM:PF00999
PLSCT00000008123	PFAM:PF00232
PLSCT00000006919	PFAM:PF00789,PFAM:PF14555
PLSCT00000004200	PFAM:PF14632
PLSCT00000007362	PFAM:PF16987
PLSCT00000008491	PFAM:PF02365
PLSCT00000010068	PFAM:PF00385,PFAM:PF12796
PLSCT00000017160	PFAM:PF00361
PLSCT00000009216	PFAM:PF00179
PLSCT00000002976	PFAM:PF07714
PLSCT00000015078	PFAM:PF03969
PLSCT00000008473	PFAM:PF00249
PLSCT00000019862	PFAM:PF02518
PLSCT00000014503	PFAM:PF03372
PLSCT00000003315	PFAM:PF00445
PLSCT00000005888	PFAM:PF00069
PLSCT00000006585	PFAM:PF02270
PLSCT00000010019	PFAM:PF00995
PLSCT00000015430	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000002044	PFAM:PF04144
PLSCT00000017686	PFAM:PF12697
PLSCT00000008023	PFAM:PF02179
PLSCT00000019638	PFAM:PF06220
PLSCT00000006924	PFAM:PF00810
PLSCT00000010928	PFAM:PF07303
PLSCT00000021132	PFAM:PF01027
PLSCT00000015522	PFAM:PF03254
PLSCT00000020730	PFAM:PF12022
PLSCT00000018368	PFAM:PF00400,PFAM:PF08513
PLSCT00000012712	PFAM:PF05019,PFAM:PF13041
PLSCT00000015432	PFAM:PF04884
PLSCT00000000613	PFAM:PF16016
PLSCT00000017182	PFAM:PF00106
PLSCT00000000905	PFAM:PF03909
PLSCT00000007220	PFAM:PF00343
PLSCT00000016428	PFAM:PF00005,PFAM:PF06472
PLSCT00000018983	PFAM:PF01852
PLSCT00000005232	PFAM:PF00534,PFAM:PF16994
PLSCT00000017973	PFAM:PF08623
PLSCT00000008106	PFAM:PF02297
PLSCT00000018397	PFAM:PF00128
PLSCT00000012187	PFAM:PF01189
PLSCT00000008278	PFAM:PF02144
PLSCT00000002066	PFAM:PF00248
PLSCT00000015467	PFAM:PF00246
PLSCT00000019203	PFAM:PF02431
PLSCT00000001970	PFAM:PF00237
PLSCT00000017802	PFAM:PF00198,PFAM:PF02817
PLSCT00000002908	PFAM:PF00588
PLSCT00000016502	PFAM:PF00328
PLSCT00000021149	PFAM:PF00612
PLSCT00000010055	PFAM:PF02567
PLSCT00000013126	PFAM:PF13890
PLSCT00000013324	PFAM:PF16899
PLSCT00000015621	PFAM:PF03745
PLSCT00000001824	PFAM:PF01423
PLSCT00000003172	PFAM:PF00456
PLSCT00000000211	PFAM:PF05918
PLSCT00000020506	PFAM:PF01380
PLSCT00000013607	PFAM:PF00787,PFAM:PF13901
PLSCT00000000429	PFAM:PF00169,PFAM:PF00350,PFAM:PF01031,PFAM:PF02212
PLSCT00000004370	PFAM:PF01678
PLSCT00000003952	PFAM:PF00320
PLSCT00000010825	PFAM:PF00179
PLSCT00000017581	PFAM:PF08637
PLSCT00000017347	PFAM:PF00270,PFAM:PF00271
PLSCT00000010233	PFAM:PF00330,PFAM:PF00694
PLSCT00000021211	PFAM:PF02136
PLSCT00000002869	PFAM:PF00501
PLSCT00000018470	PFAM:PF02990
PLSCT00000001079	PFAM:PF00400
PLSCT00000003706	PFAM:PF04800
PLSCT00000007292	PFAM:PF00022
PLSCT00000002428	PFAM:PF01192
PLSCT00000020053	PFAM:PF05761
PLSCT00000017561	PFAM:PF00067
PLSCT00000015714	PFAM:PF14745
PLSCT00000017291	PFAM:PF01975
PLSCT00000015761	PFAM:PF00270,PFAM:PF00271
PLSCT00000013438	PFAM:PF01218
PLSCT00000019046	PFAM:PF01509
PLSCT00000011339	PFAM:PF00069
PLSCT00000018802	PFAM:PF01398,PFAM:PF08082,PFAM:PF08083,PFAM:PF08084,PFAM:PF10596,PFAM:PF10597,PFAM:PF10598,PFAM:PF12134
PLSCT00000008393	PFAM:PF08007
PLSCT00000001996	PFAM:PF14772
PLSCT00000021552	PFAM:PF00153
PLSCT00000011302	PFAM:PF05368
PLSCT00000002876	PFAM:PF13640
PLSCT00000020000	PFAM:PF01205,PFAM:PF05773
PLSCT00000012703	PFAM:PF04117
PLSCT00000001004	PFAM:PF13561
PLSCT00000006527	PFAM:PF07250
PLSCT00000000298	PFAM:PF00069
PLSCT00000012492	PFAM:PF00146
PLSCT00000018689	PFAM:PF00071
PLSCT00000018372	PFAM:PF00400
PLSCT00000001755	PFAM:PF00561
PLSCT00000005586	PFAM:PF00013
PLSCT00000006390	PFAM:PF05116
PLSCT00000017651	PFAM:PF00046,PFAM:PF02183
PLSCT00000007586	PFAM:PF00481
PLSCT00000000907	PFAM:PF00443,PFAM:PF02148
PLSCT00000011409	PFAM:PF03398
PLSCT00000018720	PFAM:PF05180
PLSCT00000010669	PFAM:PF14541
PLSCT00000019033	PFAM:PF00335
PLSCT00000016498	PFAM:PF16094
PLSCT00000011656	PFAM:PF02416
PLSCT00000021034	PFAM:PF00400
PLSCT00000008953	PFAM:PF00188
PLSCT00000015910	PFAM:PF00832
PLSCT00000020492	PFAM:PF00160
